x,y,color,label,batch
596.4045789423427,275.6951791877035,#1f77b4,a,1
602.1941205010842,285.48034302736914,#1f77b4,a,1
619.7799061550655,280.87948058217523,#1f77b4,a,1
616.5266400159611,270.7806227758813,#1f77b4,a,1
621.2402346848705,257.5145291022361,#1f77b4,a,1
610.6825707056648,262.13495723408556,#1f77b4,a,1
637.766631578537,277.1741576172099,#1f77b4,a,1
628.61714774371,267.409194714309,#1f77b4,a,1
649.1352728036036,261.4459622993943,#1f77b4,a,1
642.1778351739856,226.10689851079064,#1f77b4,a,1
676.0554855268708,238.65338529587154,#1f77b4,a,1
679.8323750647652,223.875358435547,#1f77b4,a,1
655.6959431068738,215.42123002872643,#1f77b4,a,1
663.210717945436,210.81692390325412,#1f77b4,a,1
684.8251450665553,209.00077480030768,#1f77b4,a,1
675.4488764156781,203.85695731894737,#1f77b4,a,1
709.4627066194505,207.34139616222933,#1f77b4,a,1
684.8258176217563,219.00133980378382,#1f77b4,a,1
700.4792212154287,213.95744024967632,#1f77b4,a,1
707.7650453205684,180.31535342940322,#1f77b4,a,1
745.8832522004284,157.9662194401103,#1f77b4,a,1
740.1809521683354,159.17286764499164,#1f77b4,a,1
